1	24.801
2	13.223
3	9.202
4	7.358
5	17.844
6	10.852
7	10.418
8	11.110
9	12.585
10	12.204
11	11.300
12	11.277
13	14.088
14	12.640
15	12.711
16	12.828
17	14.124
18	14.570
1	24.808
2	13.223
3	9.266
4	7.358
5	17.821
6	10.826
7	10.870
8	10.462
9	12.744
10	12.342
11	12.329
12	11.165
13	13.803
14	13.506
15	12.950
16	12.244
17	16.638
18	19.745
1	25.443
2	13.332
3	9.174
4	7.904
5	18.046
6	11.726
7	13.616
8	13.741
9	16.174
10	27.899
11	21.334
12	12.590
13	14.385
14	14.313
15	15.028
16	14.267
17	14.461
18	15.233
